cipcode,cip6,cip6_description,cip4,cip4_description,cip2,cip2_description
60.0109,60.0109,Oral and Maxillofacial Radiology Residency Program,60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
60.0199,60.0199,"Dental Residency Program, Other.",60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
60.0201,60.0201,Aerospace Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0202,60.0202,Allergies and Immunology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0203,60.0203,Anesthesiology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0204,60.0204,Blood Banking.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0205,60.0205,Cardiology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0206,60.0206,Chemical Pathology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0207,60.0207,Child/Pediatric Neurology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0208,60.0208,Child Psychiatry.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0209,60.0209,Colon and Rectal Surgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0210,60.021,Critical Care Anesthesiology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0211,60.0211,Critical Care Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0212,60.0212,Critical Care Surgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0213,60.0213,Dermatology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0214,60.0214,Dermatopathology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0215,60.0215,Diagnostic Radiology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0216,60.0216,Emergency Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0217,60.0217,Endocrinology and Metabolism.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0218,60.0218,Family Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0219,60.0219,Forensic Pathology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0220,60.022,Gastroenterology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0221,60.0221,General Surgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0222,60.0222,Geriatric Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0223,60.0223,Hand Surgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0224,60.0224,Hematology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0225,60.0225,Hematological Pathology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0226,60.0226,Immunopathology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0227,60.0227,Infectious Disease.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0228,60.0228,Internal Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0229,60.0229,Laboratory Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0230,60.023,Musculoskeletal Oncology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0231,60.0231,Neonatal-Perinatal Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0232,60.0232,Nephrology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0233,60.0233,Neurological Surgery/Neurosurgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0234,60.0234,Neurology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0235,60.0235,Neuropathology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0236,60.0236,Nuclear Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0237,60.0237,Nuclear Radiology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0238,60.0238,Obstetrics and Gynecology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0239,60.0239,Occupational Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0240,60.024,Oncology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0241,60.0241,Ophthalmology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0242,60.0242,Orthopedics/Orthopedic Surgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0243,60.0243,Otolaryngology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0244,60.0244,Pathology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0245,60.0245,Pediatric Cardiology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0246,60.0246,Pediatric Endocrinology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0247,60.0247,Pediatric Hemato-Oncology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0248,60.0248,Pediatric Nephrology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0249,60.0249,Pediatric Orthopedics.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0250,60.025,Pediatric Surgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0251,60.0251,Pediatrics.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0252,60.0252,Physical and Rehabilitation Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0253,60.0253,Plastic Surgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0254,60.0254,Preventive Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0255,60.0255,Psychiatry.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0256,60.0256,Public Health Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0257,60.0257,Pulmonary Disease.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0258,60.0258,Radiation Oncology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0259,60.0259,Radioisotopic Pathology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0260,60.026,Rheumatology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0261,60.0261,Sports Medicine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0262,60.0262,Thoracic Surgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0263,60.0263,Urology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0264,60.0264,Vascular Surgery.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0265,60.0265,Adult Reconstructive Orthopedics (Orthopedic Surge,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0266,60.0266,Child Neurology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0267,60.0267,Cytopathology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0268,60.0268,Geriatric Medicine (Internal Medicine).,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0269,60.0269,Pediatric Urology.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0270,60.027,Physical Medicine and Rehabilitation/Psychiatry.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0271,60.0271,Orthopedic Surgery of the Spine.,60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0299,60.0299,"Medical Residency Programs, Other.",60.02,Medical Residency Programs.,60,RESIDENCY PROGRAMS.
60.0301,60.0301,Veterinary Anesthesiology Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0302,60.0302,Veterinary Dentistry Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0303,60.0303,Veterinary Dermatology Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0304,60.0304,Veterinary Emergency and Critical Care Medicine Re,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0305,60.0305,Veterinary Internal Medicine Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0306,60.0306,Laboratory Animal Medicine Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0307,60.0307,Veterinary Microbiology Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0308,60.0308,Veterinary Nutrition Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0309,60.0309,Veterinary Ophthalmology Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0310,60.031,Veterinary Pathology Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0311,60.0311,Veterinary Practice Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0312,60.0312,Veterinary Preventive Medicine Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0313,60.0313,Veterinary Radiology Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0314,60.0314,Veterinary Surgery Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0315,60.0315,Theriogenology Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0316,60.0316,Veterinary Toxicology Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0317,60.0317,Zoological Medicine Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0318,60.0318,Poultry Veterinarian Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0319,60.0319,Veterinary Behaviorist Residency Program.,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0320,60.032,Veterinary Clinical Pharmacology Residency Program,60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0399,60.0399,"Veterinary Residency Programs, Other.",60.03,Veterinary Residency Programs.,60,RESIDENCY PROGRAMS.
60.0401,60.0401,Aerospace Medicine Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0402,60.0402,Allergy and Immunology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0403,60.0403,Anesthesiology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0404,60.0404,Child Neurology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0405,60.0405,Clinical Biochemical Genetics Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0406,60.0406,Clinical Cytogenetics Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0407,60.0407,Clinical Genetics Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0408,60.0408,Clinical Molecular Genetics Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0409,60.0409,Colon and Rectal Surgery Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0410,60.041,Dermatology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0411,60.0411,Diagnostic Radiology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0412,60.0412,Emergency Medicine Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0413,60.0413,Family Medicine Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0414,60.0414,General Surgery Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0415,60.0415,Internal Medicine Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0416,60.0416,Neurological Surgery Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0417,60.0417,Neurology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0418,60.0418,Nuclear Medicine Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0419,60.0419,Obstetrics and Gynecology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0420,60.042,Occupational Medicine Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0421,60.0421,Ophthalmology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0422,60.0422,Orthopedic Surgery Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0423,60.0423,Otolaryngology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0424,60.0424,Pathology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0425,60.0425,Pediatrics Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0426,60.0426,Physical Medicine and Rehabilitation Residency Pro,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0427,60.0427,Plastic Surgery Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0428,60.0428,Psychiatry Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0429,60.0429,Public Health and General Preventive Medicine Resi,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0430,60.043,Radiation Oncology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0431,60.0431,Radiologic Physics Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0432,60.0432,Thoracic Surgery Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0433,60.0433,Urology Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0434,60.0434,Vascular Surgery Residency Program.,60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0499,60.0499,"Medical Residency Programs - General Certificates,",60.04,Medical Residency Programs - General Certificates.,60,RESIDENCY PROGRAMS.
60.0501,60.0501,Addiction Psychiatry Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0502,60.0502,Adolescent Medicine Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0503,60.0503,Blood Banking/Transfusion Medicine Residency Progr,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0504,60.0504,Cardiovascular Disease Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0505,60.0505,Chemical Pathology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0506,60.0506,Child Abuse Pediatrics Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0507,60.0507,Child and Adolescent Psychiatry Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0508,60.0508,Clinical Cardiac Electrophysiology Residency Progr,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0509,60.0509,Clinical Neurophysiology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0510,60.051,Congenital Cardiac Surgery Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0511,60.0511,Critical Care Medicine Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0512,60.0512,Cytopathology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0513,60.0513,Dermatopathology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0514,60.0514,Developmental-Behavioral Pediatrics Residency Prog,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0515,60.0515,Diagnostic Radiologic Physics Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0516,60.0516,"Endocrinology, Diabetes and Metabolism Residency P",60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0517,60.0517,Forensic Pathology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0518,60.0518,Forensic Psychiatry Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0519,60.0519,Gastroenterology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0520,60.052,Geriatric Medicine Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0521,60.0521,Geriatric Psychiatry Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0522,60.0522,Gynecologic Oncology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0523,60.0523,Hematological Pathology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0524,60.0524,Hematology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0525,60.0525,Hospice and Palliative Medicine Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0526,60.0526,Immunopathology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0527,60.0527,Infectious Disease Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0528,60.0528,Interventional Cardiology Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0529,60.0529,Laboratory Medicine Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
60.0530,60.053,Maternal and Fetal Medicine Residency Program.,60.05,Medical Residency Programs - Subspecialty Certific,60,RESIDENCY PROGRAMS.
